,position_name,employer_name,area,experience,schedule,employment,professional_roles,salary,description,key_skills
1146,"Middle Data Scientist (LLM, NLP)",WaveAccess,Тбилиси,От 3 до 6 лет,Удаленная работа,Полная занятость,Дата-сайентист,null,"<p>WaveAccess is looking for a Data Scientist to join our team and contribute to innovative projects in the pharmaceutical domain. This role involves working with real-world pharmaceutical data and leveraging the power of Large Language Models (LLMs) to drive impactful insights and solutions.</p> <p><strong>Responsibilities:</strong></p> <ul> <li>LLM Integration: Develop, fine-tune, and implement Large Language Models to analyze and process diverse sets of text and medical data</li> <li>Data Analysis: Perform advanced data analysis on real-world pharmaceutical datasets to extract meaningful insights and support decision-making processes</li> <li>Text Mining and NLP: Utilize natural language processing techniques to extract relevant information from large volumes of text, including medical literature, patient records, and clinical trial data</li> <li>Model Development: Build and validate predictive models to address key challenges in the pharmaceutical industry, such as drug efficacy, patient outcomes, and adverse event prediction</li> <li>Innovation: Stay up-to-date with the latest advancements in LLMs and NLP, and apply innovative approaches to solve complex problems in the pharmaceutical field</li> </ul> <p><strong>Requirements:</strong></p> <ul> <li>At least 3 years of experience in a Data Scientist position</li> <li>English - B2</li> <li>Deep knowledge of Neural Networks and architectures for working with sequences, in particular (RNN, LSTM, Transformers, CNN, attention)</li> <li>Experience with Large Language Models (LLMs) and their application. Familiarity with modern LLM techniques such as Retrieval-Augmented Generation (RAG) and LLM agents</li> <li>Solid Python skills</li> <li>Experience in presenting achieved results</li> </ul> <p><strong>Technologies:</strong></p> <ul> <li>Python</li> <li>Transformers</li> <li>LLM</li> <li>Standard NLP stack</li> <li>Standard ML stack</li> <li>Basic SQL</li> <li>Git</li> <li>Vector databases(Postgres+pgvector / Milvus/ Qdrant/ Faiss)</li> </ul> <p><strong>Preferred:</strong></p> <ul> <li>Knowledge of general Machine Learning approaches</li> <li>Knowledge of mathematical statistics</li> <li>Experience with AWS (EC2, S3)</li> <li>Linux + bash, ssh</li> <li>Experience in written and verbal communication with business stakeholders</li> <li>Experience with full development cycle</li> </ul> <p><strong>Nice to have:</strong></p> <ul> <li>RestAPI development experience</li> <li>Snowflake</li> <li>Docker</li> <li>Understanding of CI/CD</li> <li>Java/C++/Other languages</li> </ul> <p><strong>We offer the following conditions:</strong></p> <ul> <li>Work in a dynamic international team</li> <li>Opportunity for collaboration through individual entrepreneurship/self-employment for colleagues outside of Russia</li> <li>Participation in foreign and Russian projects</li> <li>Health insurance with dental coverage</li> <li>Necessary equipment for work</li> <li>Corporate training programs</li> <li>Wide opportunities for self-realization, professional and career growt</li> <li>Democratic approach to processes and flexible start of the workday</li> <li>Option to relocate between our overseas offices.</li> </ul>","['Python', 'SQL', 'Transformers', 'LLM', 'Standard NLP stack', 'Standard ML stack', 'Git', 'Vector databases(Postgres+pgvector / Milvus/ Qdrant/ Faiss)']"
1147,Data Engineer,Aviasales.ru,Москва,От 3 до 6 лет,Полный день,Полная занятость,"Программист, разработчик",null,"<p>Наша команда инфраструктуры аналитики помогает аналитикам делать свою работу. Мы обеспечиваем доставку данных в единое хранилище для аналитики и поддерживаем инструменты для их обработки и презентации.</p> <p> </p> <p>В компании много самодостаточных команд. В каждой команде свои сервисы, свои разработчики и аналитики. Так что у нас достаточно потоков данных самого разнообразного формата и объема. Это данные о букингах, на которые смотрит вся компания, и каждая запись проверяется чуть ли не руками, а еще — данные о билетах объемом более терабайта в сутки. Это требует разных подходов с нашей стороны.</p> <p> </p> <p><strong>Работаем на современном стеке на базе LakeHouse архитектуры</strong>: Spark, Trino, AWS S3, DeltaLake format, DBT, Kafka, Airbyte, Apache Airflow, DataHub, Great Expectations.</p> <p> </p> <p>Нам нужен еще один дата инженер в нашу дружную команду, который в ближайшей перспективе будет сфокусирован на задачах одной из продуктовых команд.</p> <p> </p> <p><strong>Что нужно будет делать: </strong></p> <p> </p> <ul> <li> <p>подключать новые источники и разрабатывать/модернизировать data pipelines;</p> </li> <li> <p>настраивать и поддерживать аналитическое окружение;</p> </li> <li> <p>обеспечивать отправку и обмен данными с внешними и внутренними сервисами;</p> </li> <li> <p>участвовать в принятии архитектурных решений для новой дата платформы;</p> </li> <li> <p>модернизировать текущую дата платформу вместе с Core командой дата инженеров.</p> </li> </ul> <p> </p> <p><strong>Что мы ждем от тебя: </strong></p> <p> </p> <ul> <li> <p>опыт работы инженером данных от 3 лет;</p> </li> <li> <p>отличное знание Python, SQL;</p> </li> <li> <p>опыт разработки процесса для тестирование данных;</p> </li> <li> <p>опыт работы и внедрение дата каталогов будет большим плюсом;</p> </li> <li> <p>умение строить высоконагруженные streaming и batch пайплайны;</p> </li> <li> <p>опыт работы в нашем стеке Apache Spark, Apache Airflow, Trino будет плюсом;</p> </li> <li> <p>опыт работы с Kubernetes, Terraform и с с AWS приветствуется;</p> </li> <li> <p>самостоятельность и ответственность, умение коммуницировать с разными командами и людьми;</p> </li> <li> <p>желание развиваться и выстраивать процессы вокруг себя.</p> </li> </ul> <p> </p> <p><strong>Как мы работаем: </strong></p> <p> </p> <ul> <li> <p><strong>в любой точке мира</strong>: не привязываемся к локации, платим в долларах, любим путешествовать;</p> </li> <li> <p><strong>без бюрократии</strong>: удобные процессы здорового человека, горизонтальные и открытые коммуникации, быстрое обсуждение идей и принятие решений;</p> </li> <li> <p><strong>компенсируем</strong>: ДМС, психотерапию или иностранные языки, занятия спортом и больничный;</p> </li> <li> <p><strong>на райском острове</strong>: можно работать на Пхукете с видом на океан.</p> </li> </ul>",[]
1148,Data Scientist (Goods Analytics),Rubbles,Москва,От 3 до 6 лет,Полный день,Полная занятость,Дата-сайентист,"{'from': 'null', 'to': 350000, 'currency': 'RUR', 'gross': True}","<p>Компания <strong>Rubbles </strong>разрабатывает аналитические решения для крупных компаний в различных областях индустрии.</p> <p>У нас уже большой опыт на рынке (среди наших клиентов: X5 Group, Henkel, Mars, Unilever и другие крупные ритейл сети и производители), тем не менее мы продолжаем активно развиваться и ставим перед собой амбициозные задачи, и именно поэтому мы ищем человека в нашу команду <strong>товарной аналитики</strong> на вакансию <strong>Data Scientist</strong>.</p> <p>Команда занимается реализацией проектов для решения следующего скоупа задач:</p> <ul> <li>предсказания регулярного и промо спроса на товары для ритейлеров.</li> <li>управление запасами на основе предиктивной модели.</li> <li>оптимизация промо активностей клиента.</li> </ul> <p>Также мы занимаемся интеграцией собственного решения в данной области.</p> <p>В связи с расширением объемов работ, нам необходим специалист, который сможет занять лидирующую роль на ряде проектов и обеспечить их корректную реализацию в поставленный срок.</p> <p><strong>Что нужно будет делать:</strong></p> <ul> <li>Сталкиваться с нетривиальными проблемами и решать их;</li> <li>Писать код и тесты;</li> <li>Проводить ревью;</li> <li>Заниматься аналитикой, построением моделей и проверкой гипотез.</li> </ul> <p><strong>Наши ожидания по техническим навыкам кандидата:</strong></p> <ul> <li>Глубокое понимание принципов <strong>машинного обучения</strong>. В частности мы работаем с градиентным бустингом, поэтому ожидаем доскональное понимание принципов работы алгоритма;</li> <li>Хорошее знание стека технологий и библиотек, которые мы используем: <strong>python, pandas, pyspark, lightgbm, scikit-learn</strong>;</li> <li>Высокий уровень знаний по классическим алгоритмам и структурам данных;</li> <li>Большой опыт разработки и понимание лучших практик. Опыт командной разработки <strong>git, pre-commit hooks, ci/cd</strong>.</li> </ul> <p><strong>У нас:</strong></p> <ul> <li>Работа в сильной ML-команде;</li> <li>Участие в росте компании, работающей на перспективном AI рынке;</li> <li>Гибкий график работы, гибкое предоставление отгулов и отпусков;</li> <li>Гибкий формат работы: полная удаленка/гибрид/офис в Мск.</li> <li>Поддержка в профессиональном и карьерном росте, оплата профильного обучения, конференций и книг, корпоративные скидки на курсы английского;</li> <li>Совместная работа с опытными разработчиками, аналитиками данных, менеджерами, продуктологами;</li> <li>ДМС со стоматологией после испытательного срока (3 месяца) по всей России;</li> </ul> <p><strong>Особенно актуальное</strong>:</p> <ul> <li>Мы аккредитованная ИТ-компания со всеми вытекающими льготами.</li> </ul>","['Big Data', 'Data Science', 'Machine Learning', 'Python', 'ML', 'Машинное обучение', 'Высокие коммуникативные навыки', 'Управление командой', 'Scikit-learn', 'pandas', 'CI/CD', 'Алгоритмы', 'Лидерство', 'Коммуникабельность', 'Управленческие навыки', 'Мотивация персонала', 'Организаторские навыки']"
1149,Data Scientist (Goods Analytics),Rubbles,Москва,От 3 до 6 лет,Полный день,Полная занятость,Дата-сайентист,"{'from': 'null', 'to': 350000, 'currency': 'RUR', 'gross': True}","<p>Компания <strong>Rubbles </strong>разрабатывает аналитические решения для крупных компаний в различных областях индустрии.</p> <p>У нас уже большой опыт на рынке (среди наших клиентов: X5 Group, Henkel, Mars, Unilever и другие крупные ритейл сети и производители), тем не менее мы продолжаем активно развиваться и ставим перед собой амбициозные задачи, и именно поэтому мы ищем человека в нашу команду <strong>товарной аналитики</strong> на вакансию <strong>Data Scientist</strong>.</p> <p>Команда занимается реализацией проектов для решения следующего скоупа задач:</p> <ul> <li>предсказания регулярного и промо спроса на товары для ритейлеров.</li> <li>управление запасами на основе предиктивной модели.</li> <li>оптимизация промо активностей клиента.</li> </ul> <p>Также мы занимаемся интеграцией собственного решения в данной области.</p> <p>В связи с расширением объемов работ, нам необходим специалист, который сможет занять лидирующую роль на ряде проектов и обеспечить их корректную реализацию в поставленный срок.</p> <p><strong>Что нужно будет делать:</strong></p> <ul> <li>Сталкиваться с нетривиальными проблемами и решать их;</li> <li>Писать код и тесты;</li> <li>Проводить ревью;</li> <li>Заниматься аналитикой, построением моделей и проверкой гипотез.</li> </ul> <p><strong>Наши ожидания по техническим навыкам кандидата:</strong></p> <ul> <li>Глубокое понимание принципов <strong>машинного обучения</strong>. В частности мы работаем с градиентным бустингом, поэтому ожидаем доскональное понимание принципов работы алгоритма;</li> <li>Хорошее знание стека технологий и библиотек, которые мы используем: <strong>python, pandas, pyspark, lightgbm, scikit-learn</strong>;</li> <li>Высокий уровень знаний по классическим алгоритмам и структурам данных;</li> <li>Большой опыт разработки и понимание лучших практик. Опыт командной разработки <strong>git, pre-commit hooks, ci/cd</strong>.</li> </ul> <p><strong>У нас:</strong></p> <ul> <li>Работа в сильной ML-команде;</li> <li>Участие в росте компании, работающей на перспективном AI рынке;</li> <li>Гибкий график работы, гибкое предоставление отгулов и отпусков;</li> <li>Гибкий формат работы: полная удаленка/гибрид/офис в Мск.</li> <li>Поддержка в профессиональном и карьерном росте, оплата профильного обучения, конференций и книг, корпоративные скидки на курсы английского;</li> <li>Совместная работа с опытными разработчиками, аналитиками данных, менеджерами, продуктологами;</li> <li>ДМС со стоматологией после испытательного срока (3 месяца) по всей России;</li> </ul> <p><strong>Особенно актуальное</strong>:</p> <ul> <li>Мы аккредитованная ИТ-компания со всеми вытекающими льготами.</li> </ul>","['Big Data', 'Data Science', 'Machine Learning', 'Python', 'ML', 'Машинное обучение', 'Высокие коммуникативные навыки', 'Управление командой', 'Scikit-learn', 'pandas', 'CI/CD', 'Алгоритмы', 'Лидерство', 'Коммуникабельность', 'Управленческие навыки', 'Мотивация персонала', 'Организаторские навыки']"
1150,Data Engineer,СБЕР,Москва,От 1 года до 3 лет,Полный день,Полная занятость,Аналитик,null,"<p><em>В команду маркетинга Сбера ищем разработчика продуктовых витрин.</em></p> <p><em>Мы создаем Martech инструменты для сквозной аналитики, позволяющие отследить весь пользовательский путь от просмотра баннера до первой транзакции, автоматизировать запуск рекламы в Digital и эффективнее управлять ей. Наша основная цель – быть 1 в привлечение клиентов в цифровом пространстве</em></p><h3><strong>Обязанности</strong></h3> <ul> <li>Загрузка, очистка и трансформация больших объемов данных из различных источников (RDBMS, Hadoop, плоские файлы) в рабочую область (платформы Hadoop)</li> <li>Проектирование и разработка аналитических витрин данных</li> <li>Проектирование и разработка коннекторов для ETL процессов</li> <li>Мониторинг и оптимизация процессов загрузки, преобразования данных и сборки витрин</li> <li>Разработка, поддержка и оптимизация инфраструктуры и внутренних сервисов для обработки больших объемов данных;</li> <li>Разработка инструментов для автоматизации рутинных задач, связанных с обработкой данных</li> </ul><h3><strong>Требования</strong></h3> <ul> <li>SQL на продвинутом уровне (аналитические функции, подзапросы, хранимые процедуры, оптимизация производительности).</li> <li>Cтек технологий Big Data (Hadoop, Spark, Hive/Impala) и любой СУБД.</li> <li>Знание понятий и концепций DWH</li> <li>Python (PySpark, Pandas, NumPy, REST API);</li> <li>Airflow/Dagster/Oozie</li> <li>BitBucket\Git</li> <li>Bash</li> <li>Внимательность к деталям, аналитические навыки, коммуникационные навыки, ответственность</li> </ul> <p><em>Будет плюсом:</em></p> <ul> <li><em>опыт работы с веб-аналитическими данными, данными мобильных приложений, рекламных кабинетов (YandexMetrica, AppMetrica или др. кликстримы)</em></li> <li><em>опыт работы с разметкой сайта через GoogleTagManager, базовые знания HTML, JavaScript</em></li> <li><em>Знание банковского бизнеса;</em></li> <li><em>Опыт работы по Agile (SCRUM, Kanban, и т.д.);</em></li> </ul><h3><strong>Условия</strong></h3> <ul> <li>Классная и дружная команда</li> <li> Непростые задачи и быстрый рост</li> <li> Регулярное корпоративное обучение</li> <li> ДМС и современный офис в центре Москвы</li> </ul>",[]
1151,Data-инженер,Т-Банк,Сочи,От 3 до 6 лет,Полный день,Полная занятость,"Программист, разработчик",null,"<p>В Т-Банке большое и продвинутое хранилище данных: это 8000 объектов, 800 ТБ в Greenplum и 110 ТБ в Clickhouse.</p> <p>С данными активно работают более 16 тысяч пользователей из бизнес-команд — они ежедневно принимают десятки решений с опорой на них. А наша команда делает все, чтобы доступ к данным был простым и ими было удобно пользоваться. Мы постоянно совершенствуем подходы к работе и стараемся быть новаторами на рынке технологий.</p> <p>Мы ищем в команду дата-инженера. В Т-Банке вы сможете развиваться в одном из двух направлений — системном анализе и ETL-разработке. Или совмещать их, если вам интересны оба.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Участвовать в формировании модели данных</li> <li>Проектировать и разрабатывать витрины и потоки данных на основе потребностей бизнес-пользователей</li> <li>Участвовать в проектах по развитию Data Platform</li> <li>Писать скрипты SQL и Python, это опционально</li> <li>Прорабатывать интеграции с внешними системами для Data Platform</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Свободно владеете SQL</li> <li>Работали с базами данных в качестве аналитика или разработчика минимум 2 года</li> <li>Понимаете теорию СУБД- и ETL-процессов</li> <li>Есть опыт проектирования объектов БД на основании бизнес требований</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Возможность работы в аккредитованной ИТ-компании</li> <li> <p>Работу в офисе или удаленно — по договоренности</p> </li> <li>Офис на территории Сириуса недалеко от моря</li> <li>Обучение в корпоративном университете и на внешних программах. Участие в митапах, конференциях и мастер-классах</li> <li>Заботу о здоровье. Оформляем полис ДМС со стоматологией и страховку от несчастных случаев с первого дня работы. Предлагаем льготное страхование вашим близким</li> <li>Три дополнительных дня к основному отпуску</li> <li>Релокационный бонус и помощь с переездом в Сочи</li> <li>Оплату 50% от стоимости спортивного абонемента</li> <li>Компенсацию обедов, такси (300 ₽ в день) или парковки</li> <li>Льготные тарифы на продукты Т-Банка</li> <li>Партнерские программы для резидентов Сириуса</li> <li>Достойную зарплату — обсудим ее на собеседовании</li> </ul>","['SQL', 'ETL', 'DWH']"
1152,Data-инженер,Т-Банк,Сочи,От 3 до 6 лет,Полный день,Полная занятость,"Программист, разработчик",null,"<p>В Т-Банке большое и продвинутое хранилище данных: это 8000 объектов, 800 ТБ в Greenplum и 110 ТБ в Clickhouse.</p> <p>С данными активно работают более 16 тысяч пользователей из бизнес-команд — они ежедневно принимают десятки решений с опорой на них. А наша команда делает все, чтобы доступ к данным был простым и ими было удобно пользоваться. Мы постоянно совершенствуем подходы к работе и стараемся быть новаторами на рынке технологий.</p> <p>Мы ищем в команду дата-инженера. В Т-Банке вы сможете развиваться в одном из двух направлений — системном анализе и ETL-разработке. Или совмещать их, если вам интересны оба.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Участвовать в формировании модели данных</li> <li>Проектировать и разрабатывать витрины и потоки данных на основе потребностей бизнес-пользователей</li> <li>Участвовать в проектах по развитию Data Platform</li> <li>Писать скрипты SQL и Python, это опционально</li> <li>Прорабатывать интеграции с внешними системами для Data Platform</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Свободно владеете SQL</li> <li>Работали с базами данных в качестве аналитика или разработчика минимум 2 года</li> <li>Понимаете теорию СУБД- и ETL-процессов</li> <li>Есть опыт проектирования объектов БД на основании бизнес требований</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Возможность работы в аккредитованной ИТ-компании</li> <li> <p>Работу в офисе или удаленно — по договоренности</p> </li> <li>Офис на территории Сириуса недалеко от моря</li> <li>Обучение в корпоративном университете и на внешних программах. Участие в митапах, конференциях и мастер-классах</li> <li>Заботу о здоровье. Оформляем полис ДМС со стоматологией и страховку от несчастных случаев с первого дня работы. Предлагаем льготное страхование вашим близким</li> <li>Три дополнительных дня к основному отпуску</li> <li>Релокационный бонус и помощь с переездом в Сочи</li> <li>Оплату 50% от стоимости спортивного абонемента</li> <li>Компенсацию обедов, такси (300 ₽ в день) или парковки</li> <li>Льготные тарифы на продукты Т-Банка</li> <li>Партнерские программы для резидентов Сириуса</li> <li>Достойную зарплату — обсудим ее на собеседовании</li> </ul>","['SQL', 'ETL', 'DWH']"
1153,"Middle +/ Senior Data Scientist (AdTech, предсказательные модели)",Hyper AdTech,Москва,От 3 до 6 лет,Полный день,Полная занятость,Дата-сайентист,null,"<p><strong>Hyper AdTech</strong> - одна из крупнейших programmatic-платформ на российском рынке, обеспечивающая размещение рекламы в мобильной среде. Наша платформа сфокусирована на in-app и интегрирована со всеми крупнейшими поставщиками мобильного инвентаря.</p> <p>Мы развиваем performance в рекламном бизнесе в мобильном сегменте.</p> <p>Ищем опытного <strong>Data Scientist</strong> для работы над предсказательными моделями для performance кампаний.</p> <p><strong>У нас Вы будете:</strong><br />- Строить ML модели и доказывать их состоятельность в оффлайн и онлайн тестах.<br />- Разрабатывать пайплайны для вывода моделей в продакшн.<br />- Создавать метрики качества и отслеживать их поведение.<br />- Выполнять feature extraction и feature engineering.<br />- Анализировать данные, выявлять причины инцидентов, искать аномалии и корреляции.</p> <p><strong>От Вас ждем:</strong><br />- Знание Python.<br />- Опыт в построении предсказательных моделей, включая временные ряды.<br />- Навыки работы с API и построения пайплайнов.<br />- Опыт работы с pandas, numpy, scikit_learn, matplotlib, SciPy.<br />- Опыт работы с нейросетевыми фреймворками (keras/pytorch/tensorflow).<br />- Умение делать глубокий анализ проблем.<br />- Знание математической статистики.</p> <p><strong>Большим плюсом будет:</strong><br />- Понимание и опыт работы в рекламном бизнесе.<br />- Знание R.</p> <p><strong>У нас:</strong></p> <ul> <li>Официальное оформление по ТК РФ в аккредитованную IT компанию;</li> <li><strong>Работа в офисе (полную удаленку не рассматриваем, один день удаленно в неделю), график работы 5/2 гибкое начало дня с 09:00 до 11:00;</strong></li> <li>Размер заработной платы готовы обсуждать с успешным кандидатом по итогам собеседования;</li> <li>Среда для развития и неограниченные возможности для профессионального роста;</li> <li>Интересные задачи и глубокое погружение в Adtech индустрию;</li> <li>ДМС со стоматологией после испытательного срока (классные клиники - МЕДСИ, Чайка, К+31, Поликлиника.ру, Он-Клиник, Клиники Будь Здоров и т.д.)</li> <li>Комфортный офис в Москве на Патриарших прудах (в 5 минутах пешком от м. Маяковская);</li> <li>Позитивный и доброжелательный коллектив профессионалов.</li> </ul> <p><strong><em>В сопроводительном письме укажите ваши финансовые ожидания, и что готовы работать из офиса)</em></strong></p> <p><strong><em>Ждем ваши отклики)</em></strong></p>","['Python', 'pandas', 'Numpy', 'R', 'Scikit-learn', 'Matplotlib', 'SciPy', 'Keras', 'PyTorch', 'TensorFlow']"
1154,"Middle +/ Senior Data Scientist (AdTech, предсказательные модели)",Hyper AdTech,Москва,От 3 до 6 лет,Полный день,Полная занятость,Дата-сайентист,null,"<p><strong>Hyper AdTech</strong> - одна из крупнейших programmatic-платформ на российском рынке, обеспечивающая размещение рекламы в мобильной среде. Наша платформа сфокусирована на in-app и интегрирована со всеми крупнейшими поставщиками мобильного инвентаря.</p> <p>Мы развиваем performance в рекламном бизнесе в мобильном сегменте.</p> <p>Ищем опытного <strong>Data Scientist</strong> для работы над предсказательными моделями для performance кампаний.</p> <p><strong>У нас Вы будете:</strong><br />- Строить ML модели и доказывать их состоятельность в оффлайн и онлайн тестах.<br />- Разрабатывать пайплайны для вывода моделей в продакшн.<br />- Создавать метрики качества и отслеживать их поведение.<br />- Выполнять feature extraction и feature engineering.<br />- Анализировать данные, выявлять причины инцидентов, искать аномалии и корреляции.</p> <p><strong>От Вас ждем:</strong><br />- Знание Python.<br />- Опыт в построении предсказательных моделей, включая временные ряды.<br />- Навыки работы с API и построения пайплайнов.<br />- Опыт работы с pandas, numpy, scikit_learn, matplotlib, SciPy.<br />- Опыт работы с нейросетевыми фреймворками (keras/pytorch/tensorflow).<br />- Умение делать глубокий анализ проблем.<br />- Знание математической статистики.</p> <p><strong>Большим плюсом будет:</strong><br />- Понимание и опыт работы в рекламном бизнесе.<br />- Знание R.</p> <p><strong>У нас:</strong></p> <ul> <li>Официальное оформление по ТК РФ в аккредитованную IT компанию;</li> <li><strong>Работа в офисе (полную удаленку не рассматриваем, один день удаленно в неделю), график работы 5/2 гибкое начало дня с 09:00 до 11:00;</strong></li> <li>Размер заработной платы готовы обсуждать с успешным кандидатом по итогам собеседования;</li> <li>Среда для развития и неограниченные возможности для профессионального роста;</li> <li>Интересные задачи и глубокое погружение в Adtech индустрию;</li> <li>ДМС со стоматологией после испытательного срока (классные клиники - МЕДСИ, Чайка, К+31, Поликлиника.ру, Он-Клиник, Клиники Будь Здоров и т.д.)</li> <li>Комфортный офис в Москве на Патриарших прудах (в 5 минутах пешком от м. Маяковская);</li> <li>Позитивный и доброжелательный коллектив профессионалов.</li> </ul> <p><strong><em>В сопроводительном письме укажите ваши финансовые ожидания, и что готовы работать из офиса)</em></strong></p> <p><strong><em>Ждем ваши отклики)</em></strong></p>","['Python', 'pandas', 'Numpy', 'R', 'Scikit-learn', 'Matplotlib', 'SciPy', 'Keras', 'PyTorch', 'TensorFlow']"
1155,Middle Machine Learning Engineer/Data Scientist,Garage Eight,Тбилиси,От 3 до 6 лет,Полный день,Полная занятость,Дата-сайентист,null,"<p>Мы ищем открытого и нацеленного на развитие<strong> </strong>ML Инженера в нашу финансовую эрию. Предстоит заниматься анализом поведения пользователей, улучшением метрик в продукте с помощью ML моделей и снижением рисков потерь.</p> <p>Вот еще несколько фактов, которые могут заинтересовать:</p> <ul> <li>Проекты, которые мы делаем, в начальной стадии, есть возможность сильно повлиять на их развитие;</li> <li>У нас каждый может повлиять на ход проекта, проверить свои самые смелые гипотезы и использовать передовые технологии;</li> <li>В рамках финансовой эрии есть очень много потенциальных точек применения ML, можно будет наращивать скиллы и изучать новые бизнес-домены.</li> </ul> <p><strong>Будущие задачи:</strong></p> <ul> <li> <p>Построение, выкатка, тестирование и поддержка ML моделей для анализа и прогнозирования действий пользователя в продукте и ключевых бизнес метрик;</p> </li> <li> <p>Оценка влияния проекта на ключевые бизнес метрики компании;</p> </li> <li> <p>Формирование гипотез по улучшению метрик и проверка гипотез;</p> </li> <li> <p>Участие в формировании плана развития проекта.</p> </li> </ul> <p><strong>Мы ожидаем:</strong></p> <ul> <li> <p>Глубокое знание классических алгоритмов Machine Learning, методик оценки качества моделей, понимание основных принципов DL;</p> </li> <li> <p>Базовые навыки проектирования ML систем, учитывая требования к масштабируемости, производительности, точности и другим SLA;</p> </li> <li> <p>Знание SQL на уровне оконных функций;</p> </li> <li> <p>Наличие математической базы (основы мат. анализ, теории вероятности, статистика);</p> </li> <li> <p>Уверенное знание Python и основных библиотек (Pandas, NumPy, Scikit-Learn, Plotly, Catboost, FastAPI);</p> </li> <li> <p>Уверенное владение Unix, Git, Docker.</p> </li> </ul> <p><strong>Будет плюсом: </strong></p> <ul> <li> <p>Опыт поставки моделей в прод;</p> </li> <li> <p>Опыт работы с Gitlab CI пайплайнами;</p> </li> <li> <p>Мониторинг моделей на проде (Grafana, ELK), мониторинг метрик;</p> </li> <li> <p>Проведение AB тестов для проверки гипотез.</p> </li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li> <p>Абсолютно белая зарплата и официальное оформление с первого дня;</p> </li> <li> <p>С первого дня работы медицинская страховка со стоматологией и подключением семьи;</p> </li> <li> <p>Частично компенсируем спорт и работу с психологом после испытательного срока;</p> </li> <li> <p>Гибрид в Питере или Тбилиси, где есть всё, что есть дома, и даже больше: плойка, спортивная зона, кухня, зона для чилла и многое другое;</p> </li> <li> <p>Релокация в любой из наших офисов с покрытием перелета и первого месяца проживания для тебя и твоей семьи;</p> </li> <li> <p>Гибкое начало рабочего дня и его окончание;</p> </li> <li> <p>В дни, когда ходишь в офис, оплачиваем вкусные обеды. А еще тебя ждут бодрящий кофе, свежие фрукты, орехи и снэки;</p> </li> <li> <p>Современная рабочая техника на выбор;</p> </li> <li> <p>Прокачаем английский на групповых или индивидуальных занятиях.</p> </li> </ul>","['SQL', 'Python', 'pandas', 'Numpy', 'Scikit-learn', 'ML']"
1156,Data Scientist Scoring Models,InFinBank,Ташкент,От 3 до 6 лет,Полный день,Полная занятость,"Программист, разработчик",null,"<strong>Обязанности:</strong> <ul> <li>разработка и внедрение алгоритмов машинного обучения для кредитного скоринга в системе принятий решений, включая предсказание вероятности дефолта заемщиков</li> <li>оценка эффективности моделей, включая мониторинг их работы и корректировка в соответствии с изменениями в данных или бизнес-процессах</li> <li>разработка стратегий принятия решений моделями, связанных с кредитованием и анализом кредитного портфеля</li> <li>поиск и внедрение новых технологий и методов в области анализа данных и машинного обучения</li> <li>сбор и обработка больших объемов данных для анализа и мониторинга скоринг систем</li> <li>подготовка аналитических отчетов и представление результатов анализа руководству банка и заинтересованных подразделений</li> </ul> <strong>Требования:</strong> <ul> <li>высшее техническое, математическое, экономическое или финансовое образование</li> <li>опыт работы в ИТ (для работы со скорингом), банковской или финансово-экономической сфере</li> <li>понимание принципов работы и ключевых ограничений методов машинного обучения</li> <li>знание и опыт в области математического и статистического анализа</li> <li>знание Python, SQL, Classic ML/DL stack, MLOps, Docker etc.</li> <li>опыт работы с библиотеками для анализа данных (например, Pandas, NumPy, Scikit-learn)</li> <li>желательно знание кредитных процессов и риск-моделей, критериев их качества и валидации</li> <li>обладать навыками в области Data Science - поиска, обработки и визуализации данных</li> <li>опыт работы с системами контроля версий (например, Git) и практиками непрерывной интеграции/непрерывного развертывания (CI/CD)</li> <li>умение работать в команде и обладать хорошими коммуникативными навыками</li> </ul> <p><strong>Условия:</strong></p> <p><strong>АКБ &quot;InFinBank&quot;</strong> открывает широкие профессиональные перспективы для своих сотрудников:</p> <ul> <li>Стабильность и надежность</li> <li>Конкурентная заработная плата</li> <li>Корпоративное обучение</li> <li>Возможности карьерного роста</li> </ul> <p>Если Вы хороший специалист, который хочет активно развиваться и расти вместе со своим коллективом как профессионально, так и карьерно, то мы будем рады видеть Вас в нашей команде!</p>","['Scrum', 'Agile Project Management', 'Kanban', 'Teamleading']"
